model,scenario,skill,brier,prev,auc,citl,slope,oe,ici,logloss,nb_0.01,nb_0.02,nb_0.05,nb_0.1,skill_lo,brier_lo,prev_lo,auc_lo,citl_lo,slope_lo,oe_lo,ici_lo,logloss_lo,nb_0.01_lo,nb_0.02_lo,nb_0.05_lo,nb_0.1_lo,skill_hi,brier_hi,prev_hi,auc_hi,citl_hi,slope_hi,oe_hi,ici_hi,logloss_hi,nb_0.01_hi,nb_0.02_hi,nb_0.05_hi,nb_0.1_hi
LR57-AUG,S0,0.19484470838563184,0.15942999035770852,0.2719900863968068,0.7828489782544505,-0.03915238765311092,1.099856063459132,0.9769767787853946,0.01251235205271461,0.479038087425459,0.2646364509058654,0.25734430379356765,0.23808107862200642,0.2059676345777196,0.1716647282260498,0.14985671834107128,0.2519435900789243,0.7640052965529988,-0.14049340769839627,1.022885585470942,0.9175716357273118,0.002193619673910555,0.4546682792668035,0.2443874647261861,0.23692956634305665,0.21756147244068588,0.1865198101191583,0.21802468854521387,0.16900326237434576,0.29203658271468924,0.8016926599559023,0.062188632392174426,1.1768265414473218,1.0363819218434773,0.022831084431518663,0.5034078955841146,0.2848854370855447,0.2777590412440787,0.25860068480332693,0.2254154590362809
LR57-AUG,S1,0.1485555429392602,0.1685957764832452,0.2719900863968068,0.7488935321299762,-0.04912211524362966,1.0934722063570679,0.9697709910933473,0.014189323384343045,0.5053074671574499,0.2646364509058654,0.2571327412212314,0.23417892268442264,0.20278459596598253,0.1282701877472969,0.15942700523803,0.2519435900789243,0.7284426886031617,-0.14326277704139143,0.9924437972864074,0.9121933596237298,0.00046495079232560833,0.48199334506703234,0.2443874647261861,0.23667713273359622,0.21309997820413218,0.18275737999954755,0.16884089813122352,0.1777645477284604,0.29203658271468924,0.7693443756567907,0.0450185465541321,1.1945006154277282,1.0273486225629649,0.02791369597636048,0.5286215892478674,0.2848854370855447,0.2775883497088666,0.2552578671647131,0.2228118119324175
LR57-AUG,S2,0.19421086274227728,0.15955549907119618,0.2719900863968068,0.7822328483874729,-0.03942352746592725,1.1255737427603656,0.9766472537786085,0.01318524399023951,0.47980142681839577,0.2646364509058654,0.2572524226936511,0.23793350724304313,0.205308769753299,0.1712096701761477,0.14985117045694143,0.2519435900789243,0.7631197891057864,-0.1392853929895733,1.045406782096893,0.9176974751539203,0.0024084938847218577,0.4551728174477331,0.2443874647261861,0.23685980355135183,0.2175022969231419,0.18613897980846744,0.21721205530840687,0.16925982768545092,0.29203658271468924,0.8013459076691594,0.0604383380577188,1.205740703423838,1.0355970324032968,0.02396199409575716,0.5044300361890585,0.2848854370855447,0.2776450418359504,0.2583647175629444,0.22447855969813058
LR57-AUG,S3,0.19451478089742924,0.1594953197877088,0.2719900863968068,0.7827711198717657,0.0002580740470312746,1.1342276746075846,1.0001558480993546,0.015715879029196866,0.47920201485097325,0.2646364509058654,0.25731420851545567,0.23826370395418406,0.20596738916301938,0.1710124443804536,0.1496583272385122,0.2519435900789243,0.7634255195438747,-0.1010372033362738,1.0527410521931655,0.9387127192474706,0.0009672026214401792,0.454272521189316,0.2443874647261861,0.2369002026089197,0.21783860004660677,0.18655776779189726,0.21801711741440488,0.16933231233690543,0.29203658271468924,0.8021167201996567,0.10155335143033636,1.2157142970220036,1.0615989769512388,0.030464555436953554,0.5041315085126306,0.2848854370855447,0.27772821442199164,0.25868880786176135,0.2253770105341415
LR57-AUG,S4,0.18867918161156028,0.16065083543489797,0.2719900863968068,0.7778372490280093,-0.052212444102600536,1.0811476857114954,0.9693700413844243,0.010698225850837028,0.4829277724435278,0.2646364509058654,0.2573553006110476,0.23761294576473718,0.2072354814963413,0.1641944154071138,0.15132349010460772,0.2519435900789243,0.7584210064715056,-0.15489568756863809,1.0021432710867708,0.9094254908786674,0.003209554069519697,0.45923162301031284,0.2443874647261861,0.2369645745475041,0.21695003446868855,0.18692808707295241,0.21316394781600675,0.16997818076518822,0.29203658271468924,0.7972534915845131,0.05047079936343701,1.16015210033622,1.0293145918901812,0.018186897632154357,0.5066239218767428,0.2848854370855447,0.27774602667459114,0.2582758570607858,0.2275428759197302
LR57-AUG,S5,0.14654973110373892,0.16899295025199154,0.2719900863968068,0.7474916592864107,-0.05026710259366173,1.116503649309647,0.9688692106926772,0.015377724040015035,0.5067456347724735,0.2646364509058654,0.2571327412212314,0.23396833466214823,0.20206538521036593,0.12675892057634208,0.15969332625494997,0.2519435900789243,0.7268321218832068,-0.14333276044535243,1.0119630259352177,0.9116110316405897,0.0006972387068404796,0.4832683797070047,0.2443874647261861,0.23667713273359622,0.212904636863995,0.18157729534624514,0.16634054163113576,0.1782925742490331,0.29203658271468924,0.7681511966896146,0.04279855525802897,1.2210442726840762,1.0261273897447647,0.030058209373189593,0.5302228898379423,0.2848854370855447,0.2775883497088666,0.2550320324603014,0.22255347507448672
LR57-AUG,S6,0.18870629349360046,0.1606454669710286,0.2719900863968068,0.7779343454866257,-0.012456329431843452,1.1155114926687444,0.9924939447561433,0.011084714181384564,0.4829466866427503,0.2646364509058654,0.2573398408369557,0.23750367091158478,0.20723201069873307,0.16425334809863087,0.15108347775033848,0.2519435900789243,0.7580161736960619,-0.11521126939902895,1.031881387401866,0.9304379186521636,-0.0034854187842642027,0.45873824666044244,0.2443874647261861,0.23694515880767364,0.21681786491326668,0.18694107277669425,0.21315923888857005,0.17020745619171873,0.29203658271468924,0.7978525172771894,0.09029861053534205,1.1991415979356228,1.054549970860123,0.02565484714703333,0.5071551266250581,0.2848854370855447,0.2777345228662378,0.2581894769099029,0.22752294862077188
LR57-PS,S0,0.19574236384188992,0.15925224427291435,0.2719900863968068,0.7833735254914365,-0.032516886932842895,1.100244307604147,0.980840903011205,0.012464077573754041,0.47852936715307687,0.2646364509058654,0.2573842265523835,0.23824971602834993,0.2063129471752901,0.17230187536579902,0.14956845632343352,0.2519435900789243,0.7643758979029089,-0.1340722070597136,1.02279765383227,0.9211155829331681,0.0012277811362316777,0.45397673320036447,0.2443874647261861,0.23698729525842055,0.2178898549458924,0.1867898350268864,0.21918285231798082,0.16893603222239517,0.29203658271468924,0.802371153079964,0.0690384331940278,1.177690961376024,1.0405662230892418,0.023700374011276407,0.5030820011057893,0.2848854370855447,0.2777811578463465,0.25860957711080745,0.22583605932369383
LR57-PS,S1,0.152990822783857,0.16771754016011303,0.2719900863968068,0.7518469284441057,-0.04074630634352224,1.1089397717233789,0.9748707219595827,0.014285534026436982,0.5023659616135188,0.2646364509058654,0.2571327412212314,0.23410975629381495,0.20423225370826242,0.1326672406526628,0.1586631142446298,0.2519435900789243,0.7314177393760508,-0.13356502510466048,1.0070276398090297,0.9178745568817718,0.001295253593280558,0.47884737230468677,0.2443874647261861,0.23667713273359622,0.2139850843638484,0.1842433472358077,0.1733144049150512,0.17677196607559625,0.29203658271468924,0.7722761175121606,0.052072412417616,1.210851903637728,1.0318668870373935,0.027275814459593407,0.5258845509223508,0.2848854370855447,0.2775883497088666,0.2542344282237815,0.22422116018071714
LR57-PS,S2,0.19380749836851607,0.159635369847541,0.2719900863968068,0.782066736277981,-0.03865444222662814,1.127700597174284,0.9770766342069543,0.014043682537279712,0.48000282584664977,0.2646364509058654,0.25724054613543573,0.2378681595498515,0.20592524296134637,0.1708908239758967,0.14996428679132864,0.2519435900789243,0.7629489649430301,-0.13814953126454074,1.0476501667215685,0.9182630387598267,0.0037356381531683525,0.4555425601183088,0.2443874647261861,0.23683435363802,0.21747213703084442,0.187027333169315,0.21672417276113545,0.16930645290375337,0.29203658271468924,0.8011845076129318,0.06084064681128446,1.2077510276269994,1.035890229654082,0.02435172692139107,0.5044630915749908,0.2848854370855447,0.27764673863285144,0.25826418206885854,0.22482315275337775
